noHate	noHate	You need to ask this when the Obama Administration instructed the IRS to target conservatives ?
noHate	hate	Keep Russia free from dark skinned beings !!!! thank you and please forgive me for mistakes .
noHate	noHate	INTJ Introvert ( 11 % ) iNtuitive ( 38 % ) iNtuitive Thinking ( 38 % ) Judging ( 22 % ) You have slight preference of Introversion over Extraversion ( 11 % ) You have moderate preference of Intuition over Sensing ( 38 % ) You have moderate preference of Thinking over Feeling ( 38 % ) You have slight preference of Judging over Perceiving ( 22 % )
hate	hate	I could never picture the site of one of the women of the Holy Rus shacking up with some Islamic mud from that fithy , impoverished , and godforsaken mountainous * * * * hole !
hate	hate	The kikes probably put the Leftist up to it , to make it seem like they do n't have total control of everyone .
noHate	noHate	2 .
noHate	noHate	I take it you are a little person then .
noHate	noHate	if they have the same help here in Quebec , i would like too say congratulation pitbull-A.G. and i hope you have lot of new white resident in your city
hate	hate	I 'm angry against myself for just letting this whole world drown into a jewish cesspool .
noHate	noHate	When the homos tried to have a fag pride parade in Serbia a few years ago they were beaten up .
noHate	noHate	Neither of the Diaz brothers are very bright but they generally come to fight .
hate	hate	You can stop this by getting a dead pig and bury it underground where the mosque will be built .
noHate	hate	It 's going viral on Youtube - warning the lesbian ' groid gets aggressive on the whites for whatever reason : YouTube - Video Caught On Tape Lesbian Or Young Man Going Wild On BART Train In Oakland !
noHate	hate	If you want to hear what a black `` intellectual '' ( lol ) sounds like , check out the woman in this video trying to debate Dr. William Shockley .
noHate	noHate	And some people say that the Klan is n't doing anything today to make a difference .
noHate	noHate	Hello Everyone on Stormfront Have heard a lot of good things about this forum so I have decided to take the plunge .
noHate	hate	Check out this youtube channel i found , i agree with most of what he says Diversity DESTROYS Social Cohesion in the West - YouTube
noHate	noHate	I'm too lazy to reread , did he say ' Teacher `` or '' Teacher 's asst . " ?
noHate	noHate	14 !
noHate	hate	They do what they always do take something of someone else 's and make it their own .
noHate	noHate	I remember when I was at my college during the Holidays ... every single holiday would be mentioned loud and clear except for Christmas ... especially kwanzaa .
noHate	noHate	Only scored a 120 .
hate	hate	Those boys will use the plastic whisks as swords , and the girls ' lego creations will consist of dollhouses for the few white dolls , with the dark ones in the adjoining farm pen .
noHate	noHate	Oh, I forgot to say where I lived .
hate	hate	While they are in prison the kikes should get the same food the regular prison population gets ...
noHate	hate	If I was Ukrainian , I 'd sign a pact with devil himself to get rid of jewdo-islam Putinistan AKA Russian Federation ....
noHate	noHate	After knocking back a few guinness we got pretty hungry and he said he knew a great place to go get some food , i was disgusted when he brought me to a chinese restaurant .
hate	hate	The White race is best because when the Creator made Whites , He made them better than He made the other races .
hate	noHate	Here are the CDs I want to sell : Beethoven : Symphonies Nos. 5 & 7 - Kleiber Beethoven : Symphony No. 9 - Furtwangler Bruckner : Symphony No. 9 - Furtwangler Handel : Music for the Royal Fireworks ; Water Music - Marriner Howard Hanson : Orchestral Works - Schermerhorn J.S. Bach : Great Organ Works - Hurford Norwegian Classical Favorites - Engeset The Best of Baroque Music - Edlinger Twilight of the Gods : The Essential Wagner Collection - Dorati , Karajan , Sinopoli , Bohm , Gerdes , Kubelik Most of these were recommended by fellow Stormfronters .
noHate	hate	I'm not sure what sort of information you 're seeking but I recently found a number of Blacks who have been convicted for knowingly transmitting HIV/AIDS : Kouassi Adaye http://news.bbc.co.uk/2/hi/uk_news/e...de/3389735.stmJohnsonAzigahttp://en.wikipedia.org/wiki/Johnson_AzigaStanislasKanengele-Yondohttp://en.wikipedia.org/wiki/Stanislas_Kanengele-YondjoTrevisSmithhttp://en.wikipedia.org/wiki/Trevis_SmithAdrienSylverNduwayohttp://www.thenownews.com/issues06/0...031206nn2.htmlWillieAtkinshttp://www.dallasnews.com/sharedcont....32a4d9fd.htmlNushawnWilliamshttp://en.wikipedia.org/wiki/Nushawn_WilliamsSimonMolhttp://en.wikipedia.org/wiki/Simon_MolEversonBandahttp://www.dailymail.co.uk/pages/liv...=5&expand=truePeterMwaihttp://www.crime.co.nz/c-files.asp?ID=36WilliamKaranjahttp://www.amren.com/mtnews/archives...n_rapist_j.phpLinkoyMuhurihttp://news.bbc.co.uk/2/hi/uk_news/e...on/3256352.stmMohammedDicahttp://news.bbc.co.uk/2/hi/uk_news/e...on/3190626.stmFestonKonzanihttp://news.bbc.co.uk/2/hi/uk_news/e...es/4267433.stmGabrielVengesaihttp://www.dailymail.co.uk/pages/liv ... n _ page _ id = 1770
hate	hate	Blacks in South Africa wondering why their country is going to hell when they put Blacks in charge .
hate	noHate	I have one word for you ....... MOVE . We chose this area because we wanted our children to go to all white schools .
noHate	noHate	I was just debating with myself whether I should go to bed or have one last beer ...
hate	hate	They will kill there own just as fast as they would kill there enemy .
hate	hate	Then again , in this modern age of white youth emulating negroes and white adults groveling at the feet of the juden , perhaps it 's an appropriate word after all .
hate	noHate	I'm in Australia and I want it to be done and over with , my mum is constantly going on about the Olympics like it 's a big deal .
hate	hate	Hi everyone .... I 'm from Slovenia and I utterly hate every living muslim in this world ....... and I despise even the dead ones
hate	hate	Whites have the following Too many abortions , too many mixed marriages , too many no kids marriages , and too many liberals .
hate	hate	Those poor kikes they cant even escape antisemetism in the country were it is punishable by death ( I am talking about palestinians )
noHate	noHate	Has anybody pointed out that Finland is n't part of Scandinavia yet ? ( Hur gick det i Finnkampen , vet ni det ?
noHate	noHate	Providing From Finland does n't kick my ass and throw me overboard ... coming or going .
hate	hate	So sick of the way its working , I remember when I was growing up in Winnipeg the little shops were all white runned and owned and would hire people from the community and it was great it helped people and kept streets safe even though me and others would cause some bull * * * * it wasnt anything to how it is now .
noHate	noHate	Everyone on my MSN gets all manner of pics ( ) but I 've never put any up here so here goes Some pics from about a year ago and a small anigif from a week ago heh Robin
noHate	hate	I just need to turn on a tv and I see it advertised everywhere , mostly African apes with attractive white woman .
hate	hate	There have been times when I have walked past some nigerian or skinny and they will cough with hand at their side without care for those around them .
noHate	noHate	Lets keep it that way and not destroy it Check out this ice cave in Dobšiná Its frigging cold in there
hate	hate	Wasn't there something like a big bang in which a burrito exploded and all the beans flew everywhere and started reproducing exponentially ?
hate	hate	Well, at least these dumb negroes got the fact that Jews are evil right ; though I suspect whitey and the jews are one in the same to their primitive minds ...
noHate	noHate	Slavic peoples make up some 34 % of European population .
noHate	hate	Too many libtards , I would n't waste my time there .
hate	noHate	Notice the video title , whenever there is a fight between a white and non white , the white is always the racist
noHate	hate	God forbid anyone should promote straight racially loyal hetrosexuality Diablo
noHate	noHate	There are only eight people living within a mile of my house , and none closer than a quarter-mile .
hate	hate	Of course , they are more virile than us , so that would n't happen would it ?!!!
noHate	noHate	TY!
hate	hate	The red scum will never wake up , ignorant lefties fight for `` their class '' when their making a mockery of their culture and heritage . commie scum ..
hate	noHate	These people have no idea about who they are or where they came from and any knowledge that they do have has guilt attached to it .
hate	noHate	Our country is being over run and people let it happen just because the political issue here seens to take over the racial one .
noHate	hate	More impulsive Negro stripping ...
hate	hate	Nearly everything if not all acts that the liberals carry out damage this nation and our people .
hate	hate	The only good thing about Indians is their married women are so loose that prostitution fails in Indian areas .
hate	hate	Tralee is a disgrace , the place looks like a town in africa nowThe day Ireland becomes a muslim country is the day i stop breathing !
noHate	noHate	Hi i need some information to understand the meaning of the negrogreek homo and the race-mixer tag of the HELLENIC THREAD .
noHate	noHate	More black-on-white hate crime videos are posted here : http://ethniccrime.blogspot.com/p/ra...-on-video.html
hate	hate	Except , of course , for those that pander to the filthy sons and daughters of Satan like ' ol Sandra here .
noHate	hate	If that stopped the worthless thing would starve !
hate	noHate	Lions , Tigers , Cheetahs , etc are all cats but they ai n't the same .
hate	noHate	I've told my friends and all of them agree with me ( some only partially ) .
noHate	hate	I heard from friends in Boston this is true.Blacks will attack an Irish America with a shamrock tattoo.How long before this happens in Ireland ?
noHate	noHate	great posts. see how the media has been lying to us for decades about what actually happened and what it was actually all about .
noHate	noHate	Right.
noHate	noHate	I do n't think so .
hate	hate	Teach our men to be men again and defend our countries and women folk against the non white .
noHate	noHate	nice to see another maritimer , the south shore is a beautiful place , i ride down that way a lot on my harley , i live in the annapolis valley .
noHate	noHate	I 'll be at that show AND I 'm a brunette .
noHate	hate	When I watch things like this I pray God will have vengeance on these sub humans even if they have asked for forgiveness .
noHate	hate	To hell with what this creature thinks anyway .
noHate	noHate	BTW .. update coming soon with info on my drive back to Florida .
hate	noHate	the money he is giving away to refugees and the third world is money Canada does not even have !
hate	noHate	I got stuck next to a really huge black woman who stunk to high heaven , and spent the entire ride with my face as close to the window as I could get .
noHate	noHate	I see pro and cons of both .
noHate	hate	Like I said before I 'd bet 90 % + have Liberal parents .
hate	hate	18 times in the last 20 years It 's time for the next generation to fight back to regain our country ..... the baby boomers will lose it for us if we do nothing .
hate	hate	How much longer are we going to wait for them to take care of themselves ?
hate	hate	The white man has no future in Canada , that is for sure , because the country is being flooded with non-white immigrants .
hate	hate	I will at least never willingly pay to see this propaganda , maybe just watch it for free to show the influence the jews have got in the white genocide to people .
hate	hate	I have a dream - one of these days Black occupation of America will be history !
hate	hate	I think it is a bit late to think to look after the safety and the future of white people in South africa .
hate	noHate	I 've taught her to question everything that they teach her .
hate	hate	In Eternal Combat with that Satanic Spirit - The physical incarnation , creation of the Demiurge : The Jews .
hate	hate	The problem is that through western elites we have to feed and look after useless savages like malema .
hate	hate	what about it. that 's exactly what I said and I meant every word he thought I might and that was enough and with you two talking behind my back like some jew what do you expect me to say have a nice life .
hate	hate	Instead it is the athletic negro Holyfield 11 kids , Mike Tyson 7 kids , Riddick Bowe 5 kids , George Foreman 10 kids who procreate like apes and spread these athlete genes along .
noHate	noHate	Listening now .
hate	hate	Its only a matter of time until we become a hell hole like Sweden or the UK .
noHate	hate	That 's to assume the gay ones are n't abusive .
hate	hate	This is the argument homosexuals use to justify their behavior , that because there are no `` red letters '' about it , then homosexuality is not a bad thing .
noHate	noHate	I believe Abraham 's faith was tested by God when he asked him to sacrifice Isaac , the quran falsely claims it was Ishmael .
noHate	noHate	This is where their `` I 'm a bad ass , I can do whatever I want '' attitute comes from .
noHate	noHate	First off they probably wont do anything , second off dont start anything .
hate	hate	Both Asians and whites are composed and calm and blacks seem to have no self control .
hate	noHate	That type of negroes call your kind of brothas , Uncle Tom .
noHate	noHate	Welcome to Stormfront , the largest White Nationalist community on the web .
hate	hate	- `` Something about black '' and the old favorite `` Once you go black you never go back ''
noHate	noHate	This whole situation starts to become really bizarre .
hate	hate	Why not just kick out all those Africans ?
noHate	hate	The Official Website of the British People 's Party A few unpleasant truths re. the zionist ass lickers of the DUP
hate	noHate	I do n't think anyone is insinuating that we are equal to non whites , or that we would ignore white nations .
noHate	noHate	Hi, I am 26yo from Glendale AZ .
noHate	noHate	Pure .
hate	hate	A public execution for these animals would go a LONG way to point to justice being done ; it would never bring the girl back ; but I guarantee it would send a message ............................
noHate	hate	Oh yeah , no mugshot picture on the page of course , you have to watch the video report to find out it was yet another case of TNB .
hate	hate	I do not think anyone looks up to white Negroes , just the black ones and then they become wiggers .
noHate	noHate	Seattle bus attack on a blind woman : YouTube - Broadcast Yourself .
noHate	noHate	The work involves : selling sporting goods and assisting customers with questions or problems .
hate	noHate	Some of them claim that they would like to go back home one day but after a few years in Finland they will no longer have this wish .
hate	noHate	More than that I cringe every time I go to hang out with my friends and they blast this filth in their cars and homes .
hate	hate	Most of these videos belong on the Animal Planet tv channel .
hate	noHate	And meanwhile , Gerry Gerry Dingleberry is trying to kill off future generations of Irish .
noHate	noHate	I was trying to find out if the Egyptians were white or not and my search brought me to a thread on this site .
hate	noHate	That has been proven many times over by the Jew media in the U.S !
noHate	noHate	Pretty soon , there 's not going to be anywhere left to run .
noHate	noHate	White speech is Hate ....
hate	noHate	Comparing these pictures to pictures with serbs I do n't see much difference between them and albanians , the same Dinaric and Mediterranean subtypes .
noHate	noHate	There have been more people coming on this board that live in the central Wisconsin area since I have started coming on here .
hate	noHate	I take the assumption that your Nation is so crap is not worth remembering .
hate	hate	Did they put that Groid 15 next to Rooney just to make Rooney look at least half-human ?
hate	hate	I just refer to them as primates as through THEIR evolution process they are just a little bit higher on the evolutionary chain which makes them all the more dangerous to whites , than any of their animalistic cousins .
hate	hate	What I do know is that I live on a small Island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here , in my mind that tells me a lot about said people and their home countries , most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country , how should we English interpret this without sounding rude ??? , locust ??? , parasite ??? , you tell me .
noHate	noHate	I 'm hoping things will continue to grow with our smaller meets and will make for a good turn out at our events this year !
hate	hate	Sadly, I think the government would step in if we tried to stop the lesser races from moving into our land .
hate	hate	Then we can all live in a global utopia with the Jew running the show - cant wait Nothing short of a brain transplant is going to raise a Negroes IQ .
hate	hate	Most white girls are taught and brainwashed to love black guys , only way is to properly educate them and show them what savages they truly are .
noHate	noHate	Hi i have not been on here in ages .
noHate	noHate	Wolf 278
noHate	noHate	Enjoy your classroom .
hate	hate	I bet they wouldnt have done that crap to a black person that had black power or those black fists that the panthers use written on his back pack .
hate	hate	They laugh at whites who obey the law , bother to get married , women who are chaste .
noHate	noHate	They 're music is one of the reasons I decided to become a white nationalist in the first place .
hate	hate	They 're probably as high-maintenance as one of those crappy old East German Trabants , though .
hate	noHate	And my job lets me monitor all of Jewish supremacist control of talk radio .
hate	hate	It makes my flesh crawl when I see white girls having to be felt up as they walk down the hallways by big lipped spear chuckers. : attack
hate	hate	It just goes to show that the IRA are just criminals and not freedom fighters as they claim .
hate	hate	The majority of them are as stupid as real Negroes .
noHate	hate	If it 's black , send it back .
hate	hate	Those in the countries you mentioned are the mongrel offspring between whites ( Aryans ) and Arabs and its funny how those of the East who claim to be the Aryans talk about white people who came and mixed with them and the only Aryans apparently in the East are those with light skin and blue eyes .
hate	hate	The Black race is yet to invent any kind of civilization .
hate	hate	The future is ours , as long as we do not sit by and wait to be overrun by the subhumans .
noHate	noHate	saysay.jpg say say with a candle 2.jpg This is my nearly 3 year old cat called Say-Say .
noHate	noHate	I really do hate rap music .
noHate	noHate	See the new thread @ https : //www.stormfront.org/forum/t989503/
noHate	noHate	Sometimes I do watch shows about WWII on the History channel but other than that I never watch it .
noHate	noHate	It 's a pretty powerful documentary that blew me away .
hate	hate	Like the parasites they are they simply moved to a new host , to continue their destruction of Western White civilization and culture
hate	hate	Their lies are so thick and many that people do n't see the truth when it is in front of them !
hate	noHate	We knew that these structures were built by sub-saharan blacks in the same way we knew that the civilization Greek and Romanian built by white Europeans .
